,[M],mz_[M+H]+,mzmin,mzmax,rt,rtmin,rtmax,npeaks,cdfs,IL27_1,IL27_2,IL27_4,IL27_5,IL27_6,IL28_1,IL28_2,IL28_3,IL28_4,IL28_5,IL28_6,MB_1,MB_2,MB_3,MB_4,MB_5,MB_6,LA1840_1,LA1840_2,LA1840_3,LA1840_4,LA1840_5,LA1840_6
metabolite_271,495.331852,496.3391283,496.3356988,496.3415252,1947.60881,1946.920144,1950.044412,22,271,0.00359817,0.004262758,0.006162017,0.004120775,0.003220914,0.008066686,0.009115387,0.005218619,0.004627661,0.007695386,0.007302672,0.006558963,0.007543817,0.005065881,0.004036121,0.004331278,0.0045857,6.26E-05,0.003996762,0.004856485,0.005469443,0.007109645,0.00508821
metabolite_272,496.134374,497.1416502,497.139505,497.1728891,828.3499008,824.0184995,890.5657486,17,272,0.000210835,0.000314957,0.00031059,0.000252297,0.00225688,0.000128289,0.00013067,0.000112398,9.40E-05,0.000120631,0.000209371,0.000113615,0.000203969,0.000145325,0.000130334,0.00017967,0.000288787,0,4.54E-07,6.09E-08,1.59E-07,1.12E-07,3.35E-07
metabolite_273,496.332714,497.3399896,497.3066169,497.3463376,1946.853287,1894.211249,1950.044412,41,273,0.000474599,0.00056368,0.00085458,0.000470867,0.000353241,0.001404112,0.001807058,0.000567148,3.36E-05,0.001007137,0.001192579,0.000430154,0.001199339,0.000645162,0.000488544,0.000514659,0.000595003,1.48E-05,0.000434391,0.000573934,0.00080174,0.001355029,0.000670885
metabolite_274,497.311006,498.3182817,498.308411,498.3478141,1896.378619,1894.628001,1948.014594,14,274,1.57E-05,2.03E-05,3.24E-05,2.02E-05,3.64E-05,1.53E-05,1.59E-05,1.74E-05,1.78E-05,2.68E-05,3.11E-05,9.71E-06,4.47E-05,1.73E-05,2.48E-05,2.01E-05,1.93E-05,2.40E-06,1.57E-05,2.11E-05,6.31E-06,5.43E-05,1.37E-05
metabolite_275,501.365465,502.3727413,502.3701173,502.3757283,1984.296185,1983.151762,1984.717956,20,275,4.70E-05,6.58E-05,0.000112488,0.000112026,5.31E-05,5.44E-05,7.02E-05,0.000105764,0.000114102,0.000175413,0.000137579,4.43E-05,6.04E-05,7.82E-05,0.000121254,0.000142343,0.000133495,8.80E-07,5.75E-05,6.89E-05,8.92E-05,9.22E-05,0.000135859
metabolite_276,502.183495,503.1907714,503.1881319,503.1928805,817.5934607,814.9129794,827.6326392,17,276,2.54E-05,5.41E-05,4.96E-05,3.43E-05,4.63E-05,2.17E-05,2.30E-05,3.19E-05,3.84E-05,1.87E-05,2.97E-05,3.25E-05,4.04E-05,4.25E-05,7.20E-05,4.41E-05,3.83E-05,0,7.39E-05,7.84E-05,7.59E-05,9.08E-05,0.000116804
metabolite_277,502.181645,503.1889212,503.1863274,503.1918519,679.1778721,676.8079466,717.5859087,18,277,6.05E-05,8.09E-05,6.39E-05,8.13E-05,0.001720577,6.37E-05,4.08E-05,3.21E-05,3.17E-05,6.26E-05,4.65E-05,4.44E-05,8.02E-05,7.58E-05,6.74E-05,2.44E-05,5.97E-05,7.32E-07,5.18E-06,4.97E-06,2.84E-06,3.95E-06,2.93E-06
metabolite_278,503.308748,504.3160238,504.312642,504.3189473,1700.616553,1697.669611,1701.003697,22,278,0.002334142,0.002796118,0.005661229,0.002300277,0.006698006,0.00097559,0.00049205,0.002239687,0.001127812,0.002154198,0.003141628,0.000551904,0.000777179,0.002240287,0.000426819,0.001799527,0.002308225,3.00E-06,0.002970444,0.001882105,0.003301719,0.003470831,0.00515407
metabolite_279,504.312641,505.3199166,505.2539596,505.3226207,1700.62846,1669.184355,1701.335348,22,279,0.00025475,0.00038902,0.001089216,0.000423584,0.000808204,0.00011401,9.84E-05,0.000152418,0.000179193,0.000149037,0.000452333,5.17E-05,0.000187209,0.000356366,6.21E-05,0.000258221,0.000147696,1.63E-06,0.000356946,0.000573743,0.000254793,0.000576757,0.000954215
metabolite_280,506.263965,507.2712413,507.268832,507.2739839,1588.902991,1581.152989,1592.615469,23,280,0.000266476,0.000433932,0.000473163,0.00045734,0.000460803,0.000431685,0.000466866,0.000440404,0.000410197,0.000491192,0.000720817,8.62E-05,0.000224663,0.000208112,9.23E-05,8.33E-05,0.00032327,1.25E-06,0.000197276,0.000249373,0.000273942,0.000371025,0.00064199
metabolite_281,507.266239,508.2735148,508.2705823,508.2762274,1586.979078,1580.945392,1591.879899,12,281,2.81E-05,3.97E-05,5.16E-05,4.93E-05,7.71E-05,4.97E-05,4.15E-05,6.60E-05,5.72E-05,2.74E-05,9.56E-05,2.38E-05,2.62E-05,4.00E-05,2.43E-05,2.99E-05,4.20E-05,2.50E-07,1.36E-05,2.95E-05,4.28E-05,4.55E-05,5.93E-05
metabolite_282,508.266194,509.2734696,509.2677372,509.2901314,1699.278299,1678.815229,1715.808478,43,282,0.008996465,0.00956374,0.012085467,0.011114188,0.01193499,0.005069799,0.005163952,0.008868847,0.006030982,0.004699757,0.010441014,0.003669544,0.007771725,0.008273842,0.002809798,0.007613825,0.009600721,0.021592091,0.009016188,0.005864917,0.008252146,0.008978921,0.012166508
metabolite_283,509.269023,510.2762992,510.2724525,510.2933477,1700.100328,1678.611538,1716.544625,32,283,0.000674042,0.001498538,0.002816449,0.002185299,0.001999336,0.000522367,0.000640644,0.001224148,0.000328006,0.001176003,0.00180313,0.000214554,0.000908538,0.001167454,0.000316072,0.000912401,0.000680363,0.00353468,0.001351586,0.001872367,0.001365381,0.001644404,0.001423125
metabolite_284,510.279858,511.2871344,511.2842552,511.3052325,1831.269276,1799.645925,1833.705205,24,284,0.000172083,0.000193877,0.000406509,0.000303881,0.000196558,6.43E-05,7.95E-05,0.000150675,7.46E-05,0.000111234,0.000201082,4.18E-05,0.000110967,0.00011507,4.40E-05,0.000114139,0.000148503,0.000926471,0.000562018,0.000837978,0.000513563,0.0006121,0.000818033
metabolite_285,510.282394,511.2896698,511.2877683,511.2931601,1212.511958,1194.114436,1248.394783,23,285,0.001887875,0.002851206,0.002162728,0.001507464,0.001774832,0.001513628,0.001196169,0.001718608,0.001368129,0.00128069,0.001213523,0.003963222,0.002220924,0.002162779,0.002902468,0.00207068,0.001668668,5.15E-07,0.000621979,0.000327603,0.000267617,0.000124364,0.000491179
metabolite_286,510.270589,511.2778648,511.2722972,511.2806095,1700.101951,1695.653496,1700.995212,12,286,2.56E-05,7.69E-05,0.000108708,4.59E-05,9.02E-05,3.84E-05,3.02E-05,6.98E-05,3.91E-05,7.80E-05,7.85E-05,2.08E-05,5.76E-05,6.03E-05,1.86E-05,6.19E-05,3.57E-05,0.000120491,6.85E-05,9.65E-05,6.50E-05,8.17E-05,0.000129404
metabolite_287,510.783362,511.7906379,511.78904,511.7936496,1212.36958,1193.540362,1246.064118,21,287,0.000891077,0.001381617,0.001073381,0.000652868,0.00088521,0.000657668,0.000494758,0.000851261,0.000648176,0.000523741,0.000304372,0.002057355,0.000968634,0.000985759,0.001473532,0.000970989,0.000729278,1.30E-07,0.000188791,8.73E-05,0.000104953,3.70E-05,0.000168008
metabolite_288,511.284648,512.2919239,512.2893161,512.2970203,1212.925349,1192.585163,1217.501919,15,288,0.000110487,0.000170909,0.000135616,7.43E-05,9.37E-05,7.61E-05,7.56E-05,3.30E-05,0.000100889,7.76E-05,5.02E-05,0.000241862,0.000128025,0.000117082,0.000187701,9.83E-05,9.41E-05,0,4.21E-05,2.76E-05,2.67E-05,1.83E-05,3.15E-05
metabolite_289,511.40751,512.4147859,512.4130172,512.4191755,2006.805985,2004.115542,2007.848334,20,289,2.21E-05,2.45E-05,3.72E-05,3.86E-05,0.000200826,2.43E-05,2.90E-05,3.24E-05,5.46E-05,6.60E-05,3.63E-05,1.87E-05,2.64E-05,3.23E-05,3.82E-05,4.60E-05,4.23E-05,0,2.28E-05,3.37E-05,2.81E-05,4.03E-05,4.42E-05
metabolite_290,512.295483,513.3027594,513.2992442,513.3051664,1920.602037,1919.942094,1920.904261,16,290,3.38E-05,3.39E-05,5.73E-05,4.64E-05,4.48E-05,3.16E-05,4.71E-05,5.63E-05,2.96E-05,8.56E-05,0.000105574,1.21E-05,2.03E-05,3.50E-06,1.15E-05,3.00E-05,3.12E-05,0.000331304,9.86E-05,0.000163472,0.000104645,0.000117633,0.000146217
metabolite_291,512.759787,513.767063,513.7644669,513.7705482,1213.137404,1192.585163,1252.648696,20,291,0.000240227,0.000243732,0.000154486,0.000133623,0.000333818,0.000252532,0.000187924,0.000243485,0.000180696,0.000209841,0.000243292,0.000348294,0.000253476,0.000212007,0.000204975,0.000155236,0.000181699,0.000120362,3.50E-05,2.40E-05,2.32E-05,1.32E-05,2.55E-05
metabolite_292,513.260254,514.2675295,514.2658013,514.2703934,1213.658518,1192.204328,1246.468095,14,292,7.88E-05,9.24E-05,4.76E-05,4.79E-05,6.68E-05,7.76E-05,7.14E-05,7.83E-05,7.60E-05,8.02E-05,7.32E-05,0.000111992,7.64E-05,6.69E-05,7.06E-05,6.88E-05,7.39E-05,6.26E-05,1.67E-05,1.47E-05,1.40E-05,1.46E-05,1.61E-05
metabolite_293,514.313097,515.3203727,515.3173744,515.3244322,1894.834022,1894.211249,1895.393523,19,293,0.000128918,0.000121819,0.000360694,0.000282986,0.000351334,3.88E-05,7.99E-05,0.000142062,0.000104109,0.000170481,0.000115379,3.18E-05,0.000109013,0.000105871,5.50E-05,0.000128146,0.000120788,2.78E-06,9.83E-05,0.000145784,0.000121433,0.000130223,0.000247021
metabolite_294,515.469762,516.4770384,516.4737771,516.4812928,2181.813899,2172.440331,2183.41987,29,294,0.000623343,0.000484288,0.000497593,0.000573744,0.001070165,0.001207274,0.000722963,0.001266989,0.000980313,0.000773153,9.33E-05,0.000949241,0.000308171,0.000501592,0.000830518,0.001014405,0.001337765,0.002266503,0.000315058,0.000437062,0.000465904,0.000357853,0.000656418
metabolite_295,515.765835,516.773111,516.7708552,516.7760781,1093.583423,1083.382796,1108.419534,14,295,4.07E-05,4.72E-05,4.61E-05,4.13E-05,8.11E-05,1.56E-05,2.80E-05,3.92E-05,3.93E-05,2.80E-05,4.93E-05,6.08E-06,6.15E-05,5.82E-05,6.45E-05,6.29E-05,6.47E-05,0,2.18E-05,2.61E-05,2.06E-05,1.61E-06,3.10E-05
metabolite_296,516.472999,517.4802746,517.4762426,517.4853851,2181.989063,2172.440331,2183.587463,21,296,8.33E-05,0.000108297,0.000102583,0.000220204,0.000210576,0.000420249,0.000151453,0.000247773,0.000181174,0.000160521,2.55E-05,0.000251754,0.000222705,9.74E-05,0.000116301,0.000226526,0.000167521,0.000974732,5.27E-05,9.64E-05,5.66E-05,0.000106668,0.000219844
metabolite_297,517.314262,518.3215381,518.3179927,518.3244788,1947.464878,1946.717274,1949.835043,22,297,0.000106562,0.000122433,0.000229738,0.000131901,0.000109896,0.000343742,0.000394737,0.000170667,0.000131983,0.000276451,0.000420765,0.000264253,0.000290684,0.000173415,0.000124782,0.000136061,0.000195854,3.82E-05,0.00012284,0.00015172,0.000214025,0.000311571,0.000147253
metabolite_298,517.316326,518.3236022,518.3198447,518.3264424,1805.332186,1804.315148,1848.902188,17,298,7.61E-05,7.65E-05,0.000189168,8.28E-05,0.000112571,0.000142473,0.000178883,0.000107311,9.57E-05,0.000232856,0.000249366,3.42E-05,6.85E-05,6.71E-05,5.44E-05,6.52E-05,6.93E-05,8.78E-07,9.88E-05,0.000182084,0.000171228,0.000253385,0.000116885
metabolite_299,517.289304,518.2965801,518.2943673,518.2993544,1303.392181,1299.136175,1310.070288,14,299,1.88E-05,4.56E-05,4.41E-05,3.59E-05,2.48E-06,7.05E-06,2.96E-05,3.71E-05,3.26E-05,2.47E-05,2.26E-05,5.16E-05,2.40E-05,2.77E-05,4.14E-05,2.71E-05,2.90E-05,0,4.31E-05,3.37E-05,3.76E-05,3.87E-05,3.34E-05
metabolite_300,517.484321,518.4915973,518.4859816,518.4963273,2198.637496,2172.638521,2199.194983,24,300,0.0001121,0.000165689,0.000250091,0.000225595,0.000346168,0.000290604,0.000163968,0.000244148,0.000104773,3.52E-05,0.000359283,0.000339866,0.000176133,0.000174345,0.000126801,0.000185717,0.000316539,0.000219734,2.68E-05,2.11E-05,3.11E-05,5.00E-05,1.04E-05
metabolite_301,519.331336,520.338612,520.334638,520.341898,1915.215674,1896.617505,1916.506784,39,301,0.002970577,0.003313677,0.012432312,0.002795511,0.002694523,0.007190154,0.00649048,0.003820995,0.003640524,0.006340399,0.00633729,0.00412509,0.00955859,0.004343507,0.003682109,0.003247283,0.003708465,7.08E-05,0.003990092,0.005273083,0.005051514,0.007314472,0.005296874
metabolite_302,519.347672,520.3549476,520.3517205,520.3588123,2028.665156,2021.504389,2073.182801,17,302,2.12E-05,3.29E-05,6.70E-05,5.42E-05,1.02E-05,2.11E-05,3.43E-05,3.88E-05,3.80E-05,9.20E-05,4.84E-05,2.99E-05,3.94E-05,5.05E-05,6.53E-05,6.36E-05,8.77E-05,1.42E-05,2.29E-05,2.17E-05,2.99E-05,5.54E-05,3.40E-05
metabolite_303,520.335936,521.3432121,521.3388338,521.3462654,1915.031893,1896.549031,1916.143731,39,303,0.000360589,0.000358935,0.000789072,0.000316729,0.000327756,0.001203129,0.001681329,0.001087098,0.000491511,0.000945794,0.001344999,0.000804302,0.000928587,0.000646973,0.000283245,0.00047074,0.0004718,1.70E-05,0.000637873,0.000829567,0.00104812,0.001776754,0.000984199
metabolite_304,521.347122,522.3543975,522.249139,522.3586196,1952.075196,1895.854302,1965.758223,48,304,0.000673378,0.000550385,0.001597961,0.000698293,0.000306092,0.001600655,0.001900753,0.001243394,0.00058316,0.002283874,0.001832758,0.000400688,0.000583573,0.000500051,0.00020677,0.00034273,0.000502419,1.40E-05,0.000495425,0.001636742,0.001341379,0.001327709,0.000571462
metabolite_305,522.351377,523.3586533,523.3538985,523.3610522,1952.099724,1951.41197,1952.526465,20,305,0.000113915,6.65E-05,0.000291464,0.000135153,4.26E-05,0.000159658,0.000249175,0.000185403,6.83E-05,0.000450184,0.000368546,4.33E-05,5.16E-05,6.09E-05,2.60E-05,5.19E-05,5.93E-05,4.39E-06,5.14E-05,0.000173581,0.000237727,0.00016893,6.44E-05
metabolite_306,523.363393,524.3706685,524.3667891,524.4507109,2016.325156,2012.055897,2107.496793,25,306,6.09E-05,4.56E-05,9.01E-05,6.63E-05,5.21E-05,0.000289411,0.000200162,8.12E-05,7.19E-05,0.000140223,0.00016974,0.000174094,0.000138034,5.12E-05,2.62E-06,5.96E-05,8.22E-05,1.16E-05,8.44E-05,0.000131989,0.000182982,0.000379513,0.000163618
metabolite_307,524.278478,525.2857544,525.2829523,525.2886531,1094.612715,1080.172396,1185.550134,28,307,0.012363439,0.013770349,0.012917274,0.011941364,0.007144148,0.012007056,0.011289558,0.012518271,0.005784068,0.014720714,0.012977455,0.019219465,0.015030137,0.014781171,0.016453499,0.016343222,0.009489582,1.21E-07,0.008827355,0.008264444,0.007096239,0.007723234,0.010816089
metabolite_308,524.238347,525.2456226,525.2420808,525.2490548,1700.571852,1698.934204,1701.82232,22,308,0.000576933,0.000671466,0.001349517,0.001075511,0.012404223,0.000290745,0.000296899,0.000259171,0.000367646,0.000615018,0.000799705,0.000187991,0.000487749,0.0002292,0.000185136,0.000238313,0.000628219,3.13E-05,0.000626906,0.000962442,0.000661951,0.000797621,0.001298209
metabolite_309,524.278439,525.2857154,525.2822307,525.2883188,889.5106676,881.1825835,895.2901626,19,309,5.79E-05,7.79E-05,5.76E-05,4.59E-05,7.94E-05,2.79E-05,1.68E-05,2.13E-05,1.88E-05,3.09E-05,3.46E-05,6.29E-05,3.16E-05,3.51E-05,6.00E-05,4.68E-05,3.18E-05,3.92E-07,0.002069546,0.001446407,0.001146277,0.001367656,0.000604862
metabolite_310,524.278037,525.2853127,525.2823543,525.2872329,967.5241429,956.5750839,995.7494597,14,310,2.94E-05,5.68E-05,1.95E-05,1.76E-06,1.12E-05,1.86E-05,2.09E-05,2.90E-05,7.11E-06,1.97E-07,3.19E-06,6.48E-05,4.01E-05,2.15E-05,7.51E-05,1.65E-05,1.79E-05,1.24E-07,0.000100035,4.28E-05,1.31E-06,4.52E-05,4.64E-07
metabolite_311,524.779058,525.786334,525.7770307,525.7897954,1089.912271,1016.401958,1184.278968,34,311,0.008866804,0.004717488,0.004210642,0.008643396,0.011158535,0.007746642,0.00797353,0.008363698,0.008258868,0.009308425,0.009133754,0.014954072,0.011314659,0.011120625,0.012244228,0.012230742,0.012080123,3.62E-07,0.00607617,0.005244661,0.004689728,0.005354178,0.007503018
metabolite_312,524.778587,525.7858632,525.7759929,525.7891015,887.8495751,873.135371,938.9115377,18,312,2.46E-05,3.17E-05,2.78E-05,2.50E-05,4.00E-05,1.09E-05,9.12E-06,1.45E-05,1.32E-05,1.56E-05,1.80E-05,3.03E-05,1.06E-05,1.91E-05,2.78E-05,3.58E-05,1.49E-05,0,0.001211726,0.00080605,0.000384872,0.000765841,0.000284794
metabolite_313,525.285592,526.2928683,526.2807114,526.2964421,1146.672466,1053.864757,1194.155538,98,313,0.014679475,0.024359132,0.006481712,0.058781596,0.009800575,0.006779985,0.014229704,0.011925066,0.036326291,0.00178954,0.018792223,0.014699258,0.006779482,0.00879709,0.017062315,0.001322268,0.002002016,0,0.013001702,0.000717266,0.008711003,0.007224563,0.001822245
metabolite_314,525.286048,526.2933238,526.2785004,526.2973132,1004.504554,883.7413158,1047.220333,39,314,0.000527417,0.001449405,0.001172521,0.000805339,0.001642257,0.000614081,0.000332936,0.000477267,0.000567422,0.000436084,0.000611271,0.002693329,0.000798462,0.000573356,0.001934842,0.001414056,0.001135494,0,0.001250829,0.000784835,0.001023243,0.001457657,0.001279125
metabolite_315,525.241528,526.2488037,526.2460223,526.252027,1700.349789,1698.934204,1701.024937,13,315,5.46E-05,6.53E-05,0.000118242,0.000105,0.002097475,4.48E-05,4.83E-05,7.84E-05,5.76E-05,8.33E-05,8.62E-05,3.80E-05,6.25E-05,5.07E-05,3.73E-05,7.02E-05,8.76E-05,1.66E-05,3.25E-05,0.000104608,6.31E-05,6.20E-05,0.000132309
metabolite_316,525.787259,526.7945349,526.7913648,526.7978974,1150.598751,1094.711899,1201.512653,117,316,0.005875629,0.008188304,0.013741103,0.033882294,0.008958638,0.007449505,0.015454085,0.019858661,0.001534716,0.009742096,0.012587322,0.014668051,0.015092637,0.012945055,0.008404553,0.01488132,0.017241648,1.27E-07,0.002028813,0.012621818,0.02017156,0.000694291,0.002087774
metabolite_317,525.787412,526.794688,526.7827401,526.7973191,1004.96665,883.3567737,1050.128317,31,317,0.000206823,0.00078531,0.000654272,0.000390722,0.000793567,0.000278298,0.000133033,0.000185118,0.00030151,0.000179412,0.000297352,0.001507813,0.000423985,0.000272043,0.001140379,0.000835619,0.000586885,2.24E-07,0.000662892,0.000442221,0.000557232,0.000773524,0.000671088
metabolite_318,526.289034,527.2963102,527.292553,527.2997531,1145.025704,1094.711899,1200.703598,110,318,0.000481632,0.00618001,0.009284682,0.011563347,0.003883103,0.006280304,0.026798772,0.008507118,0.004511431,0.015682332,0.000745245,0.001199021,0.005082259,0.02284937,0.015295311,0.006882061,0.011427861,6.28E-07,0.003416201,0.000734611,0.000761852,0.009129677,0.000925506
metabolite_319,526.276606,527.2838815,527.1710926,527.2877034,602.8552017,570.1813172,621.7356764,27,319,7.51E-05,0.000244243,0.000181512,0.000311212,3.03E-05,7.67E-05,0.000109215,0.000191833,0.000178288,0.000209761,0.000282936,4.35E-05,3.07E-05,0.000396053,5.60E-05,4.49E-05,0.0003064,0.000120902,0.000414465,0.000127892,0.000180943,0.000545915,0.000538927
metabolite_320,526.289217,527.2964931,527.2921531,527.2988837,1004.646832,996.84335,1007.869563,17,320,2.77E-05,8.68E-05,8.90E-05,6.87E-05,0.000127065,4.36E-05,1.92E-05,2.59E-05,5.24E-05,3.28E-05,5.60E-05,0.00019203,5.86E-05,4.88E-05,0.000142374,0.000107305,8.83E-05,1.33E-06,8.01E-05,4.65E-05,7.83E-05,0.000120733,9.76E-05
metabolite_321,526.253998,527.2612737,527.2575325,527.2641017,1831.837509,1829.603623,1832.91884,12,321,4.38E-05,4.98E-05,6.58E-05,1.35E-05,0.000518567,2.35E-05,1.88E-05,3.00E-05,2.77E-05,4.95E-05,4.86E-05,1.63E-05,2.26E-05,3.66E-05,1.83E-05,3.90E-05,2.08E-05,1.30E-05,8.30E-05,0.000107333,6.96E-05,9.00E-05,0.00011228
metabolite_322,526.759404,527.7666804,527.7626258,527.8006984,1093.503479,996.1560402,1139.883592,38,322,0.000212581,0.000128737,0.000148992,7.23E-05,0.001405041,0.000212434,0.000270647,0.000243649,0.000232686,0.000319133,0.000378161,0.000167128,0.000215529,0.000224664,0.000206674,9.53E-05,0.000199709,0.000176247,9.71E-05,0.000114313,8.88E-05,6.74E-05,0.000134285
metabolite_323,526.755874,527.7631496,527.7605193,527.765105,891.9668791,883.5490394,918.4838397,15,323,1.47E-05,2.03E-05,1.63E-05,1.55E-05,8.31E-06,1.12E-05,9.61E-06,1.35E-05,1.09E-05,1.08E-05,2.49E-05,1.50E-05,1.19E-05,1.54E-05,2.05E-05,1.80E-05,1.89E-05,0.000363272,0.000140344,0.000140352,0.0001325,0.000122078,8.76E-05
metabolite_324,527.257662,528.2649383,528.2547655,528.2682321,1090.00769,1054.67777,1107.172754,16,324,7.59E-05,2.65E-05,5.42E-05,2.52E-05,0.000461158,7.12E-05,0.000106584,9.86E-05,8.99E-05,0.000107812,0.000132951,5.57E-05,0.000100869,0.000104922,6.47E-05,7.80E-05,5.26E-05,6.44E-05,4.01E-05,5.26E-05,1.68E-05,5.45E-05,4.98E-05
metabolite_325,527.766371,528.7736469,528.7705276,528.7766364,1179.631489,1108.299209,1199.084461,38,325,0.001143421,0.001469261,0.001611386,0.003018362,0.003840938,0.001114172,0.001609319,4.40E-05,0.001274086,0.002240658,0.002816468,0.001116755,5.52E-05,0.001563001,0.002235971,0.002219309,0.002947226,0.001257107,0.000850007,0.000457762,0.000466726,0.000392854,0.000507977
metabolite_326,527.764426,528.7717024,528.7634102,528.7749753,1004.653767,881.1825835,1008.278431,24,326,3.16E-05,2.94E-05,4.55E-05,4.01E-05,0.000223837,3.67E-05,3.05E-05,3.20E-05,2.89E-05,3.47E-05,4.41E-05,4.86E-05,3.63E-05,3.23E-05,6.97E-05,5.43E-05,7.00E-05,7.11E-05,5.35E-05,5.22E-05,5.52E-05,6.53E-05,6.81E-05
metabolite_327,528.245104,529.2523804,529.2496836,529.2561146,1589.008882,1581.570239,1591.798516,20,327,6.10E-05,0.000102689,0.000111285,0.000102014,0.000207661,9.59E-05,9.90E-05,0.000103892,8.20E-05,9.10E-05,0.000194307,3.67E-05,3.04E-05,5.30E-05,1.77E-05,5.75E-05,8.88E-05,2.58E-05,5.25E-05,5.54E-05,6.02E-05,8.98E-05,0.000134849
metabolite_328,528.265842,529.2731184,529.2714855,529.2764508,1179.505486,1164.089828,1196.981191,18,328,0.000370732,0.000431441,0.000300005,0.00034392,0.000722473,3.35E-05,0.000460982,0.00054454,0.000313404,0.000876566,0.000439101,0.000358163,0.000457479,0.000471974,0.000941762,9.44E-05,0.000680217,0.000291029,0.000249039,0.000146992,0.000166522,0.000149936,0.000216523
metabolite_329,528.265323,529.2725986,529.2692154,529.2738793,1005.392594,998.7521693,1008.278431,13,329,1.70E-05,2.56E-05,1.76E-05,2.49E-05,9.11E-05,2.03E-05,1.68E-05,2.34E-05,2.05E-05,2.02E-05,2.46E-05,2.20E-05,2.29E-05,6.40E-06,3.28E-05,2.61E-05,3.57E-05,2.57E-05,2.41E-05,1.65E-05,2.24E-05,1.61E-05,2.62E-05
metabolite_330,528.293941,529.3012172,529.2996078,529.3035889,594.0127755,553.3247647,605.531058,24,330,0.000280203,0.00029251,0.000611153,0.000327543,0.001646548,0.000129639,0.000120592,0.000256032,0.000121786,0.000215238,0.000338827,0.000174843,0.000339691,0.000405374,0.000174774,0.000277701,0.000299163,3.55E-05,0.001090386,0.000256394,0.000303203,0.000982716,0.000496159
metabolite_331,529.29651,530.3037859,530.3018067,530.3081678,590.9615043,553.7964184,605.1275675,13,331,1.03E-05,4.78E-05,9.51E-05,5.08E-05,0.000256195,1.88E-05,5.54E-06,4.15E-05,2.84E-05,3.64E-05,5.85E-05,8.22E-06,6.81E-05,6.33E-05,3.35E-05,5.90E-05,4.64E-05,1.48E-05,0.000138849,1.92E-05,4.94E-05,0.000137835,7.36E-05
